Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Profession,Notes,Valid?
1168111,N/D,OF-6,Commander 143 (West Midlands) Brigade,143 (WM) Brigade covers the West Midlands. It provides the necessary Firm Base support wihtin boundaries in order to meet CinC LF's operational requirements and wider Defence needs.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1211451,4154648,1,N/D,,,Military,,1
1168154,N/D,OF-6,Commander 160 (Wales) Brigade,160 (Wales) Brigade is to provide the necessary Firm Base support within Wales in order to meet CinC LF’s operational requirements and wider Defence needs.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1211451,3328866,1,N/D,,,Military,,1
1146049,Major General W G Cubitt,OF-7,General Officer Commanding London District,"To provide the necessary Firm Base support within boundaries, and deliver MT 2.3 in London and Windsor, in order to meet CinC LF’s operational requirements and wider Defence needs.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,96673800,1,N/D,,,Military,,1
1146077,N/D,OF-6,Deputy Commander London District,"Support GOC London District in ordre to provide the necessary Firm Base support within boundaries, and deliver MT 2.3 in London and Windsor, in order to meet CinC LF’s operational requirements and wider Defence needs.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1146049,N/D,1,N/D,,,Military,,1
1167888,Major General N J Caplin,OF-7,General Officer Commanding Unitied Kingdom Support Command,"UKSC is to provide the necessary Firm Base support, championing overseas support, within boundaries in order to meet CinC LF’s operational requirements and wider Defence needs. UKSC exists above all to provide infrastructure support to 1 (UK) Armd Div and HQ ARRC and is under the direct command of HQ Land Command in the UK.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,27734312,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1523140,N/D,OF-6,Director British Forces Germany Health Service,"To improve the health of the Army by assuring the delivery of appropriate, safe and timely healthcare, ensuring that the Army is supported by robust and sustainable services in order to maximise operational effectiveness.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1167888,N/D,1,N/D,,,Military,,1
1225305,N/D,OF-6,Commander Germany Support Group,"The Germany Support Group delivers Firm Base support to some 40,000 British service personnel and their dependants based in Germany . Its outputs are analogous to those of a UK based regional brigade in that it delivers the full range of personnel, logistic, equipment, training and infrastructure support to its dependency. Unlike a regional brigade, it acts as in lieu of a UK local authority by fulfilling a range of statutory obligations such health, education, customs & excise and the safeguarding of children, but has no responsibility for recruiting, TA & cadets or UK resilience. The key outcome is to ensure the deployability of 1 (UK) Armd Div and Theatre Troops on expeditionary operations.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1167888,N/D,1,N/D,,,Military,,1
1255135,Lieutenant General J J C Bucknall,OF-8,Commander Allied Rapid Reaction Corps,COMARRC is to command Operational Command troops within the Allied Rapid Reaction Corps in order to contribute towards the UK military commitment to NATO.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598314,10766118,1,N/D,,,Military,,1
1255246,Major General T P Evans,OF-7,Chief of Staff Allied Rapid Reaction Corps,Direct and coordinate the staff output within HQ ARRC to optimise the military capability within the Allied Rapid Reaction Corps in order to contribute towards the UK military commitment to NATO.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1255135,N/D,1,N/D,,,Military,,1
1258926,N/D,OF-6,Chief Personnel and Logistics HQ Allied Rapid Reaction Corps,Coordinate and deliver all support activity within HQ Allied Rapid Reaction Corps to optimise the military capability within the Allied Rapid Reaction Corps in order to contribute towards the UK military commitment to NATO.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1255135,N/D,1,N/D,,,Military,,1
1257781,N/D,OF-6,Chief Joint Fires & Influence Branch HQ Allied Rapid Reaction Corps,"Ch JF&I Br is to command OPCOM troops, develop JF&I policy within the HQ and facilitate the planning and delivery of all Fires and Influence activity when deployed.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1255135,N/D,1,N/D,,,Military,,1
1258544,N/D,OF-6,Chief Engineer HQ Allied Rapid Reaction Corps,"Ch Engr is to command OPCOM troops, develop Engr policy within the HQ and facilitate the planning and delivery of all Engr activity when deployed.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1255135,N/D,1,N/D,,,Military,,1
1257340,N/D,OF-6,Chief G7 Training & Development HQ Allied Rapid Reaction Corps,To coordinate and oversee training and devlopment within the Allied Rapid Reaction Corps in order to prepare the headquarters for forthcoming deployments and commitments. Thereby contributing towards the UK military commitment to NATO.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1255135,N/D,1,N/D,,,Military,,1
126369,David Stephens,SCS2,Land Forces Command Secretary (Resources),"Land Forces Command Secretary Resources’ role is to support CGS, the Commander-in-Chief and subordinate budget holders, in managing the Land Forces Top Level Budget and in resource planning. As Senior Finance Officer, LF Comd Sec Res is responsible for advice on: the integrity of Land Forces financial systems; the regularity and propriety of expenditure; the achievement of efficiency and value for money; effective corporate governance; and for functional leadership of finance staff across Land Forces TLB.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598314,N/D,1,95000,99999,,Operational Delivery,,1
39784,Patrick Turner,SCS2,Land Forces Command Secretary (Secretariat),To ensure the proper and efficient handling of the Department of State aspects of Army issues on behalf of the Commander in Chief Land Forces and the Adjutant General,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598314,N/D,1,85000,89999,,Operational Delivery,,1
43851,Lynda Fisher,SCS2,Chief Executive Service Childrens Education,"Responsible for the professional leadership and direction across MOD for Children and Young People’s Services; governance and integration of those services provided by MOD both in UK and overseas, and championing the needs of children and young people who belong to the Services community within the UK context at local authority and national levels.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,30817523,1,125000,129999,,Operational Delivery,Salary cost of report not inclusive of LEC salaries,1
126370,N/D,SCS1,Land Forces Deputy Command Secretary (Resources & Commercial),"Deputy Command Secretary (Resources and Commercial) supports the Land Forces SFO (Command Secretary Resources) by ensuring the provision of effective systems, processes and skills to enable resource and commercial management by Commanders across the Army; ensuring that decisions at the highest level of Army planning are taken with the fullest cognisance of their financial, contractual, regularity and propriety implications, and to manage the changes necessary to ensure effective delivery of both functions across Land Forces. ",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,126369,N/D,1,N/D,,,Finance,,1
37389,N/D,SCS1,Director Recruit Training,To provide direction and support to all divisional activities in accordance with DGART's intent and in conjunction with COS.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1272850,N/D,1,N/D,,,Policy,,1
165443,N/D,SCS1,Land Forces Deputy Command Secretary (Secretariat)),To ensure the proper and efficient handling of the Department of State aspects of Army issues on behalf of the Commander in Chief Land Forces and the Adjutant General,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,39784,N/D,1,N/D,,,Policy,,1
185635,N/D,SCS1,Duke of Yorks Royal Military School Academy Project Leader,To manage the feasibility and implementation of the movement of Duke of York’s Royal Military School out of MOD ownership to become an independent Academy and State Boarding School operating within the mainstream educational sector; maintaining the military ethos characteristics of the school and providing educational opportunity for the children of mobile Service personnel.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,39784,N/D,1,N/D,,,Programme and Project Management (PPM),Temporary post due to end 31 Mar 2010,1
167011,N/D,SCS1,Project AVANTI Programme Team Leader,This is a mixed military and civilain team led by a 1* SCS and based in HQ Land Forces (HQ LF) at Andover. In addition to Project AVANTI the team is also responsible for delivering the BORONA Programme. Whilst individual team members do have responsibilities that span both Project AVANTI and the BORONA Programme these are quite separate work strands.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,N/D,1,N/D,,,Programme and Project Management (PPM),,1
125818,N/D,SCS1,Director Legal Services (Germany),"DLS(G) is a limb of the MOD’s Central Legal Services and provides legal advice to British Forces in Germany, working directly to the GOC UKSC. The Director’s team is embedded in JHQ Rheindahlen. The Director’s task is to provide independent legal advice to UK forces on all aspects of living in and operating in and from Germany and the European Support Group; to advise on international law; to negotiate international and bilateral agreements; to provide advice to the British delegation at Sending States meetings, and to advise on any questions of German and UK law",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1167888,N/D,1,N/D,,,Law,Please be aware that this post may be double accounted for by inclusion in the CLS organagram.,1
